"Station Name","ELLIOT LAKE A"
"Province","ONTARIO"
"Latitude","46.35"
"Longitude","-82.56"
"Elevation","331.30"
"Climate Identifier","6052259"
"WMO Identifier",""
"TC Identifier","YEL"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1995-07","1995","07","24.6","","13.8","","19.2","","34.0","","8.0","S","102.8","","0.0","","102.8","","0","",,"",,""
"1995-08","1995","08","24.5","","14.2","","19.4","","31.5","","7.0","S","158.5","","0.0","","158.5","","0","",,"",,""
"1995-09","1995","09","16.1","","6.3","","11.2","","22.5","","-0.5","","82.3","","0.0","","82.3","","0","",,"",,""
"1995-10","1995","10","10.9","","4.3","","7.6","","22.5","","-4.0","","110.8","","0.0","","110.8","","0","",,"",,""
"1995-11","1995","11","-0.6","","-8.8","","-4.7","","6.5","","-21.0","","32.6","","74.8","E","107.4","E","25","",,"",,""
"1995-12","1995","12","-6.4","","-14.5","","-10.5","","0.5","","-25.0","","0.0","","81.7","","88.4","","","M",,"",,""
"1996-01","1996","01","-6.9","","-18.1","","-12.5","","8.0","","-30.5","","24.8","","80.1","","96.2","","50","",,"",,""
"1996-02","1996","02","-5.6","","-16.4","","-11.0","","3.5","","-33.0","","5.8","E","29.9","","41.2","E","46","",,"",,""
"1996-03","1996","03","-0.7","E","-11.4","","-6.0","E","7.5","","-22.5","","23.0","","14.5","","32.0","","5","",,"",,""
"1996-04","1996","04","5.4","","-3.2","","1.1","","13.0","","-10.0","S","68.8","","38.8","","107.6","","","M",,"",,""
"1996-05","1996","05","15.5","","3.3","","9.4","","25.0","","-2.0","S","49.4","","0.0","","49.4","","0","",,"",,""
"1996-06","1996","06","22.7","","12.7","","17.7","","29.0","","6.0","","122.4","","0.0","","122.4","","0","",,"",,""
"1996-07","1996","07","21.9","","12.0","","17.0","","27.5","S","8.0","","128.4","","0.0","","128.4","","0","",,"",,""
"1996-08","1996","08","24.2","","12.5","","18.4","","29.0","","7.0","S","145.6","","0.0","","145.6","","0","",,"",,""
"1996-09","1996","09","19.5","","9.7","","14.6","","29.5","","-1.0","","157.0","","0.0","","157.0","","0","",,"",,""
"1996-10","1996","10","10.8","E","1.4","E","6.0","E","20.5","E","-7.0","E","128.3","","0.0","","128.3","","0","",,"",,""
"1996-11","1996","11","1.3","E","-5.9","E","-2.3","E","9.5","E","-15.0","E","50.4","E","11.0","E","61.4","E","","M",,"",,""
"1996-12","1996","12","-2.9","","-9.2","","-6.1","","3.5","","-25.0","","11.2","","147.1","E","149.0","","48","",,"",,""
"1997-01","1997","01","-8.2","E","-19.4","E","-13.6","E","3.0","B","-37.0","E","0.0","I","117.2","I","77.5","I","65","",,"",,""
"1997-02","1997","02","-3.6","E","-14.8","E","-8.9","I","7.0","E","-27.5","E","4.0","","64.8","","51.0","","","M",,"",,""
"1997-03","1997","03","0.1","I","-11.5","I","-5.7","I","13.0","I","-22.5","I","0.0","","54.5","","55.8","","","",,"",,""
"1997-04","1997","04","8.8","E","-3.3","E","2.7","E","16.5","E","-15.0","E","43.0","I","0.0","I","43.0","I","","",,"",,""
"1997-05","1997","05","12.7","","2.5","","7.6","","22.5","","-3.0","","61.6","","0.0","","61.6","","0","",,"",,""
"1997-06","1997","06","24.9","","10.9","","17.9","","31.0","","4.0","","58.4","","0.0","","58.4","","0","",,"",,""
"1997-07","1997","07","24.4","","12.3","","18.4","","30.0","","4.0","","48.2","","0.0","","48.2","","0","",,"",,""
"1997-08","1997","08","21.9","","10.3","","16.1","","29.0","","5.0","","80.6","","0.0","","80.6","","0","",,"",,""
"1997-09","1997","09","17.7","","8.0","","12.9","","22.0","S","-1.5","S","88.4","","0.0","","88.4","","0","",,"",,""
"1997-10","1997","10","11.2","E","1.5","E","6.4","E","22.5","E","-9.0","E","61.4","","11.0","","69.9","","","M",,"",,""
"1997-11","1997","11","2.6","","-4.6","E","-0.9","E","11.5","","-16.0","E","41.6","","27.0","","78.8","","","",,"",,""
"1997-12","1997","12","-1.0","","-10.3","E","-5.7","E","6.5","","-26.0","E","0.0","","37.8","E","37.8","E","","M",,"",,""
"1998-01","1998","01","-4.4","","-14.5","E","-9.7","E","6.0","","-27.0","B","2.0","E","77.2","","69.2","E","","",,"",,""
"1998-02","1998","02","1.5","","-7.6","E","-3.1","E","8.0","","-21.5","E","6.0","E","6.2","","16.4","E","","",,"",,""
"1998-03","1998","03","1.9","E","-9.4","E","-3.9","E","12.0","","-28.0","E","69.8","E","61.6","E","136.4","E","","",,"",,""
"1998-04","1998","04","12.9","E","0.3","E","6.6","E","20.0","B","-6.0","E","25.9","","0.0","","25.9","","0","",,"",,""
"1998-05","1998","05","21.3","","7.8","","14.6","","28.5","","1.5","","94.4","","0.0","","94.4","","0","",,"",,""
"1998-06","1998","06","21.5","","9.9","","15.7","","29.0","","-1.0","S","119.2","","0.0","","119.2","","0","",,"",,""
"1998-07","1998","07","25.2","","12.1","","18.7","","32.0","","6.0","","28.6","","0.0","","28.6","","0","",,"",,""
"1998-08","1998","08","24.8","","13.8","","19.3","","29.5","","7.0","","82.4","","0.0","","82.4","","0","",,"",,""
"1998-09","1998","09","19.4","","9.2","","14.3","","26.0","","1.0","","76.6","E","0.0","","76.6","E","0","",,"",,""
"1998-10","1998","10","12.4","E","2.4","E","7.3","E","19.0","","-2.0","B","110.4","","0.0","","110.4","","0","",,"",,""
"1998-11","1998","11","4.9","E","-1.2","E","1.8","E","12.5","","-5.0","E","118.8","","4.2","","123.0","","0","",,"",,""
"1998-12","1998","12","0.1","","-9.5","E","-4.9","E","10.0","","-27.0","E","7.6","","61.0","","68.6","","","M",,"",,""
"1999-01","1999","01","-6.3","E","-16.4","E","-11.4","E","6.5","E","-32.0","B","21.4","E","87.0","E","89.2","E","","",,"",,""
"1999-02","1999","02","-1.2","E","-12.0","E","-6.6","E","9.0","E","-22.5","E","0.0","I","27.0","I","15.0","I","","",,"",,""
"1999-03","1999","03","2.9","E","-9.0","E","-3.1","E","17.8","E","-21.0","E","","M","14.2","I","13.2","I","0","","1","I","52","I"
"1999-04","1999","04","13.1","E","1.3","E","7.2","E","21.0","E","-4.0","E","27.7","I","0.0","I","27.7","I","0","","32","I","52","I"
"1999-05","1999","05","20.5","","6.9","","13.7","","29.5","","1.0","S","84.1","","0.0","","84.1","","0","",,"",,""
"1999-06","1999","06","23.6","","11.4","","17.5","","29.0","","2.8","","80.4","","0.0","","80.4","","0","",,"",,""
"1999-07","1999","07","25.3","","14.0","","19.7","","31.0","S","8.5","","146.3","","0.0","","146.3","","0","",,"",,""
"1999-08","1999","08","22.4","","10.9","","16.7","","27.2","","4.5","","111.8","","0.0","","111.8","","0","",,"",,""
"1999-09","1999","09","19.5","","7.8","","13.6","","30.8","","-1.0","S","108.2","","0.0","","108.2","","0","",,"",,""
"1999-10","1999","10","9.8","","0.4","","5.1","","17.0","","-6.4","","63.2","","0.0","","63.2","","0","",,"",,""
"1999-11","1999","11","5.6","","-2.3","","1.7","","18.0","","-11.0","","30.9","","3.0","","34.9","","0","","27","I","69","I"
"1999-12","1999","12","-1.5","","-10.1","","-5.8","","6.0","","-23.5","","52.7","","55.5","I","98.3","I","23","","25","I","56","I"
"2000-01","2000","01","-6.4","","-17.5","","-12.0","","3.0","","-32.0","S","7.7","I","67.0","I","63.6","I","42","","34","","59",""
"2000-02","2000","02","-1.1","","-11.7","","-6.4","","10.0","S","-24.0","","26.4","","24.2","","49.1","","0","","24","","52",""
"2000-03","2000","03","5.2","E","-4.8","E","0.2","E","15.5","E","-16.0","E","27.2","","13.0","","41.4","","0","","24","","70",""
"2000-04","2000","04","9.9","","-0.8","","4.6","","19.2","","-8.0","","12.0","","2.5","","16.5","","0","","35","S","52","S"
"2000-05","2000","05","17.2","","5.9","","11.6","","27.0","","-1.0","","55.0","","0.0","","55.0","","0","","26","","59",""
"2000-06","2000","06","19.7","","8.9","","14.3","","26.6","","4.0","S","102.4","","0.0","","102.4","","0","","36","S","52","S"
"2000-07","2000","07","23.0","","13.1","","18.1","","30.0","","8.0","S","22.2","","0.0","","22.2","","0","",,"",,""
"2000-08","2000","08","23.0","","12.0","","17.5","","26.5","","4.0","","33.6","","0.0","","33.6","","0","","28","","43",""
"2000-09","2000","09","16.8","","5.9","","11.4","","23.0","S","-5.5","S","49.6","","0.0","","49.6","","0","","18","","41",""
"2000-10","2000","10","12.5","","2.4","","7.4","","20.1","","-4.0","","56.8","","0.0","","56.8","","0","","25","","56",""
"2000-11","2000","11","3.1","","-3.8","","-0.3","","14.0","","-20.0","","62.4","","28.2","","97.6","","0","","25","","61",""
"2000-12","2000","12","-7.5","","-17.2","","-12.4","","1.7","","-26.8","","0.0","T","103.6","","88.7","","38","","20","","56",""
"2001-01","2001","01","-4.0","","-12.9","","-8.5","","2.4","","-25.0","S","4.2","","72.7","","63.7","","67","","33","","44",""
"2001-02","2001","02","-5.3","","-14.9","","-10.1","","4.4","","-24.5","","24.6","","59.8","","61.6","","62","","25","","65",""
"2001-03","2001","03","0.9","","-8.8","","-4.0","","9.6","","-18.0","S","0.0","T","66.2","","49.8","","36","","28","","46",""
"2001-04","2001","04","9.8","","0.2","","5.0","","20.5","","-5.2","","119.0","","1.4","","120.4","","0","","1","","57",""
"2001-05","2001","05","17.8","","7.6","","12.7","","24.0","","2.0","","119.2","","0.0","","119.2","","0","","10","","67",""
"2001-06","2001","06","22.7","","10.9","","16.8","","28.5","S","6.0","S","43.4","","0.0","","43.4","","0","","27","","59",""
"2001-07","2001","07","23.5","","12.5","","18.0","","31.0","","5.0","","24.6","","0.0","","24.6","","0","","27","","56",""
"2001-08","2001","08","24.7","","13.4","","19.1","","34.5","","7.0","","152.6","","0.0","","152.6","","0","","28","","74",""
"2001-09","2001","09","17.0","","8.9","","12.9","","24.0","","1.5","","187.8","","0.0","T","187.8","","0","","36","","67",""
"2001-10","2001","10","11.0","","2.1","","6.6","","19.6","","-6.5","","181.6","","2.6","","184.2","","0","","17","","87",""
"2001-11","2001","11","6.9","","-0.3","","3.3","","13.0","S","-8.0","","94.4","","22.0","","117.8","","14","","15","","52",""
"2001-12","2001","12","1.3","","-5.6","","-2.1","","13.0","S","-16.0","","32.4","","43.0","","64.5","","18","","25","","78",""
"2002-01","2002","01","-2.6","","-11.2","","-6.9","","4.3","","-20.0","","3.6","","33.1","","33.4","","17","","28","","37",""
"2002-02","2002","02","-1.8","E","-13.1","E","-7.5","E","4.9","E","-24.2","E","8.0","","115.0","","108.9","","44","","28","","59",""
"2002-03","2002","03","-1.3","","-12.6","","-7.0","","7.0","","-27.0","","41.6","","71.2","","103.6","","29","","26","","74",""
"2002-04","2002","04","7.2","","-2.2","","2.5","","25.5","","-11.0","","48.8","","17.5","","68.1","","0","","26","S","52","S"
"2002-05","2002","05","12.9","","3.4","","8.2","","23.0","","-3.0","S","97.5","","1.5","","99.1","","0","","26","","70",""
"2002-06","2002","06","21.4","","11.5","","16.5","","28.0","S","3.0","","97.6","","0.0","","97.6","","0","","27","","50",""
"2002-07","2002","07","26.0","","14.5","","20.3","","31.6","","10.2","S","90.4","","0.0","","90.4","","0","","23","","43",""
"2002-08","2002","08","23.8","","12.1","","18.0","","28.5","","7.2","","57.0","","0.0","","57.0","","0","","30","","56",""
"2002-09","2002","09","20.8","","10.8","","15.8","","30.9","","2.0","","140.0","","0.0","","140.0","","0","","31","","56",""
"2002-10","2002","10","8.1","","-0.7","","3.7","","23.2","","-6.6","","122.0","","2.2","","125.2","","0","","28","","67",""
"2002-11","2002","11","1.2","","-5.8","","-2.3","","11.6","","-16.0","","22.6","","27.4","","52.2","","3","","36","","44",""
"2002-12","2002","12","-1.7","","-9.1","","-5.4","","5.0","","-23.0","","54.8","","21.9","","70.6","","5","","28","","63",""
"2003-01","2003","01","-8.6","","-19.0","","-13.8","","1.2","","-30.5","","0.0","T","62.6","","39.0","","26","","34","","41",""
"2003-02","2003","02","-8.3","","-19.1","","-13.7","","3.8","","-30.4","S","1.2","","49.6","","39.3","","40","","31","","54",""
"2003-03","2003","03","-0.6","","-10.2","","-5.5","","11.0","","-32.0","","57.3","","45.4","","85.1","","1","","24","","48",""
"2003-04","2003","04","6.8","","-3.5","","1.7","","17.7","","-12.6","","48.8","","20.0","","67.4","","0","","27","","46",""
"2003-05","2003","05","16.3","","6.7","","11.5","","22.0","","0.0","S","122.8","","0.0","","122.8","","0","","12","","63",""
"2003-06","2003","06","22.6","","10.5","","16.6","","30.2","","2.0","","100.4","","0.0","","100.4","","0","",,"",,""
"2003-07","2003","07","23.6","","13.9","","18.8","","27.8","","11.6","","118.6","","0.0","","118.6","","0","","36","","41",""
"2003-08","2003","08","23.5","","14.0","","18.8","","28.7","S","5.5","","118.0","","0.0","","118.0","","0","","30","","52",""
"2003-09","2003","09","18.2","","9.7","","13.9","","25.4","","2.0","","138.4","","0.0","","138.4","","0","","27","","43",""
"2003-10","2003","10","9.7","","2.2","","5.9","","22.2","S","-5.9","","104.8","","4.0","","111.8","","0","","27","","48",""
"2003-11","2003","11","3.5","","-2.1","","0.7","","10.1","","-13.3","","168.4","","15.0","","183.7","","0","","34","","70",""
"2003-12","2003","12","-1.1","E","-8.3","E","-4.7","E","5.0","E","-17.0","E","46.8","","37.8","","80.6","","13","","26","I","56","I"
"2004-01","2004","01","-12.4","E","-21.5","E","-17.0","E","1.5","E","-31.6","E","0.0","","58.6","","41.1","","39","","25","I","50","I"
"2004-02","2004","02","-2.9","","-13.8","","-8.4","","9.6","","-29.7","","0.0","","55.6","","47.0","","53","","24","","48",""
"2004-03","2004","03","2.1","","-7.4","","-2.7","","11.5","S","-19.6","","50.2","","66.2","","113.0","","15","","35","","63",""
"2004-04","2004","04","8.1","","-2.3","","2.9","","21.0","","-10.5","","58.2","","1.6","","59.8","","0","","25","","67",""
"2004-05","2004","05","14.3","","3.7","","9.0","","23.8","","-5.0","S","154.2","","7.0","","159.7","","0","","14","","61",""
"2004-06","2004","06","20.0","","6.6","","13.3","","28.8","","2.0","S","56.2","","0.0","","56.2","","0","","22","","50",""
"2004-07","2004","07","23.0","","11.6","","17.3","","28.2","","7.0","","139.9","","0.0","","139.9","","0","","27","","56",""
"2004-08","2004","08","20.3","","9.2","","14.7","","27.0","","4.5","","93.8","","0.0","","93.8","","0","","25","","70",""
"2004-09","2004","09","21.1","","9.1","","15.1","","27.0","","0.7","","50.0","","0.0","","50.0","","0","","16","","56",""
"2004-10","2004","10","11.5","","2.8","","7.2","","20.2","","-2.0","S","161.2","","0.0","T","161.2","","0","","27","","61",""
"2004-11","2004","11","4.4","","-2.7","","0.9","","12.0","","-12.3","","106.2","","5.6","","113.4","","0","","29","","61",""
"2004-12","2004","12","-4.6","","-14.7","","-9.7","","7.6","","-32.6","","31.2","","100.6","","102.9","","26","","34","","63",""
"2005-01","2005","01","-7.9","","-18.1","","-13.0","","3.0","S","-30.7","","45.0","","69.2","","81.8","","42","","27","","61",""
"2005-02","2005","02","-3.5","","-11.9","","-7.7","","4.0","","-22.2","","13.2","","30.4","","38.2","","52","","9","S","41","S"
"2005-03","2005","03","0.5","","-11.8","","-5.6","","11.4","","-22.4","","1.8","","20.0","","21.8","","9","","36","","48",""
"2005-04","2005","04","11.8","","-0.6","","5.7","","25.0","","-5.0","","52.8","","10.0","","66.0","","0","","27","","67",""
"2005-05","2005","05","15.8","","3.1","","9.5","","25.0","","-6.0","","35.0","","0.0","T","35.0","","0","","12","","56",""
"2005-06","2005","06","24.4","","12.1","","18.3","","31.0","","7.0","S","56.2","","0.0","","56.2","","0","","18","","59",""
"2005-07","2005","07","25.8","","14.1","","20.0","","33.1","","8.0","S","107.8","","0.0","","107.8","","0","","27","I","48","I"
"2005-08","2005","08","23.4","","12.4","","17.9","","30.0","S","8.0","S","98.0","","0.0","","98.0","","0","",,"M",,"M"
"2005-09","2005","09","21.0","","9.6","","15.3","","29.6","","2.0","","66.8","","0.0","T","66.8","","0","",,"M",,"M"
"2005-10","2005","10","12.6","","4.2","","8.5","","25.4","","-4.0","","69.4","","0.0","","69.4","","0","",,"M",,"M"
"2005-11","2005","11","3.3","","-3.9","","-0.3","","11.7","","-18.5","","113.6","I","28.5","","141.2","I","0","",,"M",,"M"
"2005-12","2005","12","-4.0","","-10.8","","-7.5","","0.4","","-20.5","","0.0","T","61.5","","42.9","","23","",,"M",,"M"
"2006-01","2006","01","-2.1","","-9.3","","-5.7","","6.2","","-18.4","","16.7","","83.6","","85.0","","40","",,"M",,"M"
"2006-02","2006","02","-4.7","","-14.6","","-9.7","","3.7","","-24.5","","1.0","","68.8","","60.7","","63","",,"M",,"M"
"2006-03","2006","03","3.0","","-6.8","","-1.9","","11.0","","-20.2","","43.1","","9.0","","50.9","","6","",,"M",,"M"
"2006-04","2006","04","11.8","","0.9","","6.4","","22.0","","-6.4","","57.6","","8.4","","65.8","","0","",,"M",,"M"
"2006-05","2006","05","18.1","","7.3","","12.7","","31.2","","-2.0","","91.4","","0.0","","91.4","","0","",,"M",,"M"
"2006-06","2006","06","22.9","","12.1","","17.5","","29.9","","6.0","","59.8","","0.0","","59.8","","0","",,"M",,"M"
"2006-07","2006","07","25.5","","14.3","","20.0","","31.5","","11.0","S","85.2","","0.0","","85.2","","0","",,"M",,"M"
"2006-08","2006","08","22.7","","11.6","","17.2","","30.2","","6.0","","110.0","","0.0","","110.0","","0","",,"M",,"M"
"2006-09","2006","09","16.9","","7.0","","12.0","","26.4","","0.5","","121.2","","0.0","","121.2","","0","",,"M",,"M"
"2006-10","2006","10","8.9","","1.2","","5.0","","22.5","","-5.0","","80.2","","19.0","","111.2","","0","",,"M",,"M"
"2006-11","2006","11","4.0","","-1.8","","1.1","","11.2","","-8.0","S","49.0","","23.0","","75.0","","0","",,"M",,"M"
"2006-12","2006","12","-0.2","","-6.5","","-3.4","","5.4","","-20.5","","90.1","","36.2","","124.1","","4","",,"M",,"M"
"2007-01","2007","01","-4.5","","-12.2","","-8.4","","5.2","","-24.4","","6.0","","45.1","","41.7","","16","",,"M",,"M"
"2007-02","2007","02","-7.0","","-17.6","","-12.3","","2.6","","-26.0","","0.0","","34.4","","21.0","","20","",,"M",,"M"
"2007-03","2007","03","2.0","","-8.4","","-3.2","","12.7","","-29.7","","37.8","","22.6","","63.4","","0","",,"M",,"M"
"2007-04","2007","04","8.7","","-0.3","","4.2","","22.0","","-13.0","S","59.8","","9.9","","71.0","","0","",,"M",,"M"
"2007-05","2007","05","18.2","","6.3","","12.3","","29.0","S","1.0","S","29.9","","0.0","","29.9","","0","",,"M",,"M"
"2007-06","2007","06","23.3","","10.4","","16.9","","32.4","","3.0","S","66.2","","0.0","","66.2","","0","",,"M",,"M"
"2007-07","2007","07","23.4","","11.8","","17.6","","29.7","","6.0","S","89.4","","0.0","","89.4","","0","",,"M",,"M"
"2007-08","2007","08","23.7","","12.4","","18.0","","30.6","","7.0","","58.0","","0.0","","58.0","","0","",,"M",,"M"
"2007-09","2007","09","18.9","","8.0","","13.5","","25.5","","0.0","","53.2","","0.0","","53.2","","0","",,"M",,"M"
"2007-10","2007","10","13.2","","4.3","","8.7","","23.8","","-1.6","","149.6","","0.0","","149.6","","0","",,"",,""
"2007-11","2007","11","2.5","","-4.9","","-1.2","","10.4","","-18.0","","48.8","","46.5","","89.0","","27","",,"",,""
"2007-12","2007","12","-4.0","","-10.6","","-7.3","","5.4","","-24.2","","29.8","","84.6","","100.2","","33","",,"",,""
"2008-01","2008","01","-4.1","","-12.0","","-8.1","","4.8","","-26.5","","84.8","","68.7","","149.3","","25","",,"M",,"M"
"2008-02","2008","02","-5.5","","-15.5","","-10.6","","3.0","S","-26.0","","29.0","","66.0","","79.2","","40","",,"M",,"M"
"2008-03","2008","03","-1.4","","-11.3","","-6.4","","4.8","","-19.0","","34.8","","39.4","","65.4","","52","",,"",,""
"2008-04","2008","04","10.5","","0.7","","5.6","","23.3","","-14.0","","111.0","","12.0","","122.2","","0","",,"",,""
"2008-05","2008","05","14.0","","4.1","","9.0","","24.2","","-2.0","","93.4","","0.0","","93.4","","0","",,"M",,"M"
"2008-06","2008","06","21.0","","12.3","","16.6","","25.8","","9.0","","90.4","","0.0","","90.4","","0","",,"M",,"M"
"2008-07","2008","07","23.2","","13.1","","18.1","","26.8","","8.0","","48.2","","0.0","","48.2","","0","",,"M",,"M"
"2008-08","2008","08","23.2","","12.1","","17.7","","26.4","","5.0","","65.0","","0.0","","65.0","","0","",,"M",,"M"
"2008-09","2008","09","18.4","","7.9","","13.2","","28.2","","3.0","S","64.2","","0.0","","64.2","","0","",,"M",,"M"
"2008-10","2008","10","10.7","","1.8","","6.3","","22.5","","-6.0","","56.2","","0.0","","56.2","","0","",,"M",,"M"
"2008-11","2008","11","2.6","","-2.9","","-0.2","","17.9","","-11.0","S","66.4","","40.0","","105.8","","20","",,"M",,"M"
"2008-12","2008","12","-5.5","","-14.1","","-9.8","","6.0","","-25.0","","60.2","","149.4","","186.4","","49","",,"M",,"M"
"2009-01","2009","01","-9.1","","-18.7","","-13.9","","-2.6","","-32.0","","1.8","","60.7","","45.2","","60","",,"M",,"M"
"2009-02","2009","02","-4.1","","-13.6","","-8.9","","6.2","","-26.0","","15.9","","70.9","","78.1","","77","",,"M",,"M"
"2009-03","2009","03","0.9","","-8.7","","-3.9","","8.8","","-24.4","","51.8","","8.0","","62.6","","25","",,"M",,"M"
"2009-04","2009","04","8.7","","-0.1","","4.3","","18.5","","-8.0","","87.5","","5.4","","92.9","","0","",,"M",,"M"
"2009-05","2009","05","14.8","","4.0","","9.4","","25.5","","-2.0","","100.0","","0.0","","100.0","","0","",,"M",,"M"
"2009-06","2009","06","20.8","","10.7","","15.8","","29.0","","3.0","","79.4","","0.0","","79.4","","0","",,"M",,"M"
"2009-07","2009","07","20.7","","11.8","","16.3","","24.7","","7.5","","160.0","","0.0","","160.0","","0","",,"M",,"M"
"2009-08","2009","08","21.2","","12.3","","16.8","","28.0","","6.0","","114.0","","0.0","","114.0","","0","",,"M",,"M"
"2009-09","2009","09","19.9","","9.3","","14.6","","25.4","","1.7","","53.4","","0.0","","53.4","","0","",,"M",,"M"
"2009-10","2009","10","8.2","","2.6","","5.4","","15.0","","-4.9","","180.8","","1.6","","182.6","","0","",,"M",,"M"
"2009-11","2009","11","6.9","","0.5","","3.7","","14.2","S","-6.0","S","43.6","","13.0","","58.6","","3","",,"M",,"M"
"2009-12","2009","12","-4.0","","-11.6","","-7.8","","4.9","","-24.5","","21.6","","97.6","","100.5","","35","",,"M",,"M"
"2010-01","2010","01","-5.1","","-13.1","","-9.1","","1.2","","-26.2","","21.9","","8.0","","28.7","","22","",,"M",,"M"
"2010-02","2010","02","-2.3","","-11.5","","-6.9","","3.8","","-22.0","","0.0","","6.1","","6.1","","21","",,"M",,"M"
"2010-03","2010","03","8.5","","-3.1","","2.7","","16.4","","-15.0","","0.2","","0.0","","0.2","","0","",,"M",,"M"
"2010-04","2010","04","12.9","","1.2","","7.1","","21.0","","-5.0","","56.0","","10.4","","66.4","","0","",,"M",,"M"
"2010-05","2010","05","20.7","E","8.9","E","14.8","E","30.5","E","-1.5","B","31.0","","0.0","I","35.0","","0","",,"M",,"M"
"2010-06","2010","06","20.4","","11.3","","15.9","","26.3","","5.0","S","138.0","","0.0","","138.0","","0","",,"M",,"M"
"2010-07","2010","07","25.3","","14.9","","20.1","","29.8","","9.5","","42.2","","0.0","","42.2","","0","",,"M",,"M"
"2010-08","2010","08","23.5","","14.3","","18.9","","30.9","","6.0","","149.2","","0.0","","149.2","","0","",,"M",,"M"
"2010-09","2010","09","16.2","","8.0","","12.1","","23.4","","1.7","","194.6","","0.0","","194.6","","0","",,"M",,"M"
"2010-10","2010","10","11.5","","1.1","","6.4","","23.0","","-6.0","","74.6","","0.0","T","74.6","","0","",,"M",,"M"
"2010-11","2010","11","4.7","","-4.2","","0.3","","12.2","","-12.0","","79.6","","9.8","","93.6","","0","",,"M",,"M"
"2010-12","2010","12","-4.9","E","-12.1","E","-8.5","E","4.2","E","-25.0","E","15.8","I","27.2","","38.0","","1","",,"M",,"M"
"2011-01","2011","01","-8.3","","-18.5","","-13.4","","5.0","","-33.0","S","3.0","","76.2","","52.5","","32","",,"M",,"M"
"2011-02","2011","02","-4.5","","-14.6","","-9.5","","3.2","","-24.2","","11.8","","17.6","","27.9","","10","",,"M",,"M"
"2011-03","2011","03","0.3","","-10.3","","-5.0","","8.9","","-19.0","","8.6","","35.8","","42.5","","0","",,"M",,"M"
"2011-04","2011","04","6.9","","-1.1","","2.9","","15.5","","-8.5","S","167.4","","18.0","","184.8","","0","",,"M",,"M"
"2011-05","2011","05","17.8","","7.8","","12.8","","27.3","","-1.0","","79.0","","0.0","","79.0","","0","",,"M",,"M"
"2011-06","2011","06","21.7","","11.9","","16.8","","28.5","","6.0","","78.4","","0.0","","78.4","","0","",,"M",,"M"
"2011-07","2011","07","26.7","","16.3","","21.5","","31.0","","11.0","S","47.6","","0.0","","47.6","","0","",,"M",,"M"
"2011-08","2011","08","24.2","","14.0","","19.1","","31.0","","9.3","","97.6","","0.0","","97.6","","0","",,"M",,"M"
"2011-09","2011","09","19.2","","8.2","","13.7","","28.8","","0.0","","122.6","","0.0","","122.6","","0","",,"M",,"M"
"2011-10","2011","10","11.0","I","1.9","I","6.5","I","22.5","I","-5.0","I","117.0","","0.0","T","117.0","","0","",,"M",,"M"
